"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.996046600E-2;3.926490843E-1;4.865017891E0;8.341399193E0;9.664445813E0
5.167896600E-2;2.585737705E-1;4.831499100E0;8.825027466E0;1.006436057E1
6.753521600E-2;1.723825186E-1;4.759673119E0;8.614337921E0;9.843323714E0
8.047284100E-2;4.118026793E-1;4.539406300E0;8.370129585E0;9.530732410E0
9.193965300E-2;7.709329724E-1;4.525041103E0;7.943961143E0;9.174794455E0
1.026650590E-1;1.355118155E0;4.726154327E0;7.666234016E0;9.107360975E0
1.130222620E-1;1.647210717E0;5.032611847E0;7.412448406E0;9.109603533E0
1.232313640E-1;1.628057122E0;5.176264286E0;7.235277653E0;9.043977259E0
1.333399150E-1;1.637633920E0;5.257667065E0;7.350199223E0;9.184243923E0
1.433801900E-1;1.513135433E0;5.396530628E0;7.426813602E0;9.304282989E0
1.534298280E-1;1.541865945E0;5.372588634E0;7.546523571E0;9.391063690E0
1.634621470E-1;1.699883223E0;5.367800236E0;7.422025204E0;9.316079673E0
1.734448060E-1;2.015917778E0;5.353435040E0;7.326257229E0;9.295011361E0
1.834481360E-1;1.905784607E0;5.262455463E0;7.177816868E0;9.102005683E0
1.933903010E-1;1.829170108E0;4.879383087E0;7.134721279E0;8.835071608E0
2.033973830E-1;1.656787634E0;4.625597477E0;7.225700855E0;8.737954574E0
2.133409240E-1;1.302445769E0;4.759673119E0;7.326257229E0;8.833170335E0
2.233636950E-1;1.072602391E0;4.975151062E0;7.407660007E0;8.987548652E0
2.333530800E-1;1.187524080E0;5.157110691E0;7.608773232E0;9.268194765E0
2.433687730E-1;1.470039845E0;5.161899090E0;7.987056732E0;9.622852727E0
2.533001190E-1;1.426944256E0;5.315127850E0;8.322244644E0;9.977299729E0
2.633647920E-1;1.450886250E0;5.161899090E0;8.087613106E0;9.703595152E0
2.733811290E-1;1.747767210E0;4.975151062E0;7.824251175E0;9.435344443E0
2.834132970E-1;1.924938202E0;4.764461517E0;7.556100368E0;9.137840741E0
2.934133810E-1;2.011129379E0;4.501099110E0;7.402871609E0;8.894213997E0
3.034124230E-1;1.924938202E0;4.314351559E0;7.503427982E0;8.866817238E0
