"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.043556400E-2;9.145850539E-1;6.105214119E0;6.684611320E0;9.099128187E0
4.217656400E-2;8.140285611E-1;6.253654957E0;6.631938934E0;9.151691475E0
5.797806400E-2;4.692635238E-1;6.727706909E0;6.900089264E0;9.648496275E0
7.093181400E-2;6.751648784E-1;6.665457726E0;7.010222435E0;9.696772292E0
8.228368900E-2;1.268926859E0;6.339846134E0;7.077260017E0;9.586001968E0
9.301012600E-2;1.762132406E0;6.550535679E0;7.235277653E0;9.917856170E0
1.033703450E-1;1.493981838E0;6.852205276E0;7.560888767E0;1.031269789E1
1.135489540E-1;1.005564690E0;6.402095318E0;7.450755596E0;9.874803479E0
1.236612590E-1;1.733402014E0;6.358999729E0;7.225700855E0;9.780200046E0
1.337729110E-1;-7.182604820E-2;6.358999729E0;7.168240070E0;9.582572840E0
1.437552370E-1;-1.120486379E0;6.938396454E0;7.781155586E0;1.048538112E1
1.538244000E-1;-1.101332784E0;7.766790390E0;8.188169479E0;1.133940414E1
1.637854820E-1;-4.692635238E-1;7.987056732E0;6.856993675E0;1.053715549E1
1.738150230E-1;3.351882398E-1;7.704541206E0;5.473145008E0;9.456617928E0
1.837787930E-1;8.523358107E-1;7.388506413E0;4.841075897E0;8.874261613E0
1.938091780E-1;1.302445769E0;7.240066051E0;4.960785866E0;8.872672530E0
2.037908710E-1;1.910573006E0;7.019799232E0;5.554547787E0;9.153189149E0
2.138612170E-1;2.403778553E0;6.991068840E0;5.995080948E0;9.518098047E0
2.238548900E-1;1.695094824E0;7.958326340E0;6.483498096E0;1.040404018E1
2.338177270E-1;1.508347034E0;7.800309181E0;7.086836815E0;1.064627588E1
2.438021450E-1;5.698199868E-1;7.924807549E0;6.895300865E0;1.052009713E1
2.538748540E-1;-2.346317619E-1;8.001421928E0;6.636727333E0;1.039826691E1
2.638722090E-1;-7.038952708E-1;7.704541206E0;6.272808552E0;9.960097935E0
2.738573860E-1;-6.943184733E-1;7.527369976E0;6.014234543E0;9.659937579E0
2.838654750E-1;-2.777273953E-1;7.498639584E0;5.415684223E0;9.253991772E0
2.938880190E-1;1.197100878E-1;8.427590370E0;5.080495834E0;9.841242192E0
3.038787910E-1;4.548983276E-1;8.394071579E0;4.984727859E0;9.773171542E0
3.138671770E-1;7.709329724E-1;8.250418663E0;4.711789131E0;9.532297865E0
3.238623700E-1;9.193734527E-1;8.212111473E0;4.467580318E0;9.393790305E0
3.338054670E-1;4.213795066E-1;8.058882713E0;4.429273129E0;9.205520720E0
3.437410150E-1;3.447650373E-1;8.121131897E0;4.529829502E0;9.305428606E0
3.538142890E-1;2.298433632E-1;8.202534676E0;4.812345505E0;9.512784678E0
3.638429260E-1;-2.920926213E-1;8.456320763E0;4.730942726E0;9.694147617E0
3.738052450E-1;-6.847416759E-1;8.571242332E0;4.596867085E0;9.750192474E0
3.837414040E-1;-4.884171486E-1;8.676587105E0;4.510675907E0;9.791216076E0
3.937374840E-1;-3.878606856E-1;8.590395927E0;4.381389141E0;9.651005590E0
4.037800240E-1;-8.044517636E-1;8.350975990E0;4.280832767E0;9.418676755E0
4.137432940E-1;-1.182735682E0;8.331821442E0;4.309563160E0;9.454652128E0
4.239879290E-1;-8.427590132E-1;8.379706383E0;4.357447147E0;9.482461044E0
4.339577460E-1;5.554547906E-1;8.441955566E0;3.998316765E0;9.357439861E0
