"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
4.898776000E-3;-1.302445769E0;2.509123325E0;9.270348549E0;9.691822690E0
2.649202600E-2;-1.173158884E0;2.561795712E0;8.963891029E0;9.396299347E0
4.250365100E-2;-1.173158884E0;2.619256735E0;8.599972725E0;9.066219636E0
5.539996300E-2;-1.197100878E0;2.676717520E0;8.322244644E0;8.823696680E0
6.677411900E-2;-1.082179189E0;2.695871115E0;8.298302650E0;8.792079375E0
7.768119700E-2;-9.816226959E-1;2.614468336E0;8.604761124E0;9.046598355E0
8.812123600E-2;-8.858546019E-1;2.537853718E0;8.868123055E0;9.266555260E0
9.808425600E-2;-8.140285611E-1;2.475604534E0;9.040505409E0;9.408612988E0
1.080087660E-1;-7.996633649E-1;2.375048161E0;9.169792175E0;9.506071944E0
1.180235210E-1;-8.331822157E-1;2.336740971E0;9.323021889E0;9.647449824E0
1.283068980E-1;-8.475474119E-1;2.284068346E0;9.586383820E0;9.891110128E0
1.384315870E-1;-1.101332784E0;2.346317768E0;9.916783333E0;1.024991379E1
1.484239310E-1;-9.672574997E-1;2.327163935E0;9.969455719E0;1.028306017E1
1.584141030E-1;-8.379706144E-1;2.312798738E0;9.926360130E0;1.022662497E1
1.683931890E-1;-6.703764796E-1;2.308010340E0;9.782708168E0;1.007361382E1
1.783667320E-1;-6.272808313E-1;2.360682964E0;9.423578262E0;9.734995252E0
1.884160040E-1;-1.010353088E0;2.461239338E0;8.997409821E0;9.382531424E0
1.983651400E-1;1.436521020E-2;1.886630893E0;8.954314232E0;9.150919399E0
2.083552080E-1;-9.911994934E-1;1.656787634E0;9.131484985E0;9.333350938E0
2.183667420E-1;-3.495534360E-1;2.547430515E0;8.494627953E0;8.875263032E0
2.283235090E-1;-8.714894056E-1;2.231395960E0;1.058237171E1;1.085012501E1
2.384008920E-1;-4.453215301E-1;1.470039845E0;9.524134636E0;9.647200059E0
2.483855840E-1;-3.782838583E-1;1.781286120E0;9.763554573E0;9.931922111E0
2.584369300E-1;-1.307234168E0;2.619256735E0;1.073560047E1;1.112755519E1
2.683531030E-1;-2.173935175E0;2.810792685E0;1.148259163E1;1.201983611E1
2.783871890E-1;-2.279279947E0;2.585737944E0;1.088404083E1;1.141680790E1
2.881827320E-1;-2.585737944E0;2.825158119E0;9.610325813E0;1.034533331E1
2.983155040E-1;-1.982398987E0;2.987963676E0;9.208099365E0;9.881645946E0
