"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.466136300E-2;-3.734954596E-1;2.317587137E0;8.274360657E0;8.600915839E0
4.625336300E-2;-2.633621991E-1;2.331952572E0;8.317456245E0;8.642189586E0
6.204186300E-2;-1.628057212E-1;2.250549555E0;8.350975990E0;8.650449641E0
7.492611300E-2;-1.101332754E-1;2.250549555E0;8.528146744E0;8.820793021E0
8.616473800E-2;-1.101332754E-1;2.231395960E0;8.690952301E0;8.973511529E0
9.706055000E-2;-9.097966552E-2;2.197877169E0;8.815450668E0;9.085764240E0
1.074899560E-1;-1.675941199E-1;2.226607561E0;9.026140213E0;9.298229733E0
1.176861590E-1;-2.154781520E-1;2.245761156E0;9.212887764E0;9.485102791E0
1.275917610E-1;-2.920926213E-1;2.317587137E0;9.370905876E0;9.657660440E0
1.375605620E-1;-3.639186621E-1;2.403778553E0;9.504981041E0;9.810976135E0
1.475514620E-1;-4.884171486E-1;2.547430515E0;9.543288231E0;9.889504730E0
1.576264120E-1;-6.081272364E-1;2.700659513E0;9.461885452E0;9.858532186E0
1.677198870E-1;-6.464344859E-1;2.810792685E0;9.303867340E0;9.740656063E0
1.777661250E-1;-6.416460276E-1;2.844311714E0;9.222464561E0;9.672418071E0
1.875907440E-1;-4.453215301E-1;2.887407303E0;9.160215378E0;9.614831146E0
1.974960530E-1;-2.920926213E-1;2.877830505E0;9.011775017E0;9.464634989E0
2.076422080E-1;-1.628057212E-1;2.815581083E0;8.882488251E0;9.319474238E0
2.176722850E-1;-1.244984865E-1;2.748543501E0;8.825027466E0;9.243976472E0
2.275348240E-1;3.830722719E-2;2.585737944E0;9.011775017E0;9.375478500E0
2.374465930E-1;2.250549644E-1;2.403778553E0;9.275136948E0;9.584204008E0
2.473889780E-1;4.501099288E-1;2.207453966E0;9.500192642E0;9.763662848E0
2.574656700E-1;5.027823448E-1;2.111685991E0;9.591172218E0;9.833747624E0
2.675395160E-1;5.554547906E-1;2.049436569E0;9.509769440E0;9.743943507E0
2.774709390E-1;4.596867263E-1;2.063801765E0;9.356540680E0;9.592468041E0
2.875041510E-1;2.633621991E-1;2.087743998E0;9.366117477E0;9.599593286E0
2.974767570E-1;2.059013397E-1;2.145204782E0;9.361329079E0;9.606184520E0
3.075945600E-1;1.963245422E-1;2.145204782E0;9.241618156E0;9.489359991E0
