"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
0.000000000E0;-1.192312479E0;2.102109194E0;8.207323074E0;8.555736330E0
0.000000000E0;-1.230619669E0;2.015917778E0;8.681375504E0;8.996923357E0
1.330402600E-2;-1.259350061E0;1.939303398E0;9.188945770E0;9.475420023E0
2.620083800E-2;-1.173158884E0;1.843535304E0;9.528923035E0;9.776261984E0
3.767324400E-2;-9.720458984E-1;1.790862918E0;9.615114212E0;9.828656293E0
4.844194700E-2;-8.236053586E-1;1.848323703E0;9.409213066E0;9.624339812E0
5.879779900E-2;-7.182605267E-1;1.972822189E0;9.083600998E0;9.323075279E0
6.898072500E-2;-7.805097699E-1;2.087743998E0;8.719682693E0;9.000040932E0
7.905818800E-2;-8.140285611E-1;2.149993181E0;8.465897560E0;8.772487371E0
8.909691900E-2;-7.900865674E-1;2.126051188E0;8.365341187E0;8.667367744E0
9.912728500E-2;-6.416460276E-1;2.020706177E0;8.571242332E0;8.829561609E0
1.091184680E-1;-5.363011956E-1;1.948880196E0;8.973467827E0;9.198308422E0
1.191100590E-1;-5.554547906E-1;1.877054095E0;9.394847870E0;9.596615476E0
1.290748550E-1;-6.464344859E-1;1.805228114E0;9.720458984E0;9.907777195E0
1.390607530E-1;-7.038952708E-1;1.709460020E0;1.002212811E1;1.019121062E1
1.490772020E-1;-6.943184733E-1;1.628057122E0;1.012268448E1;1.027625366E1
1.591484260E-1;-6.416460276E-1;1.671152830E0;1.009395409E1;1.025145699E1
1.691360380E-1;-5.889736414E-1;1.671152830E0;9.897629738E0;1.005498464E1
1.792488440E-1;-5.841852427E-1;1.690306425E0;9.581595421E0;9.747070279E0
1.892807470E-1;-6.703764796E-1;1.853112102E0;9.318233490E0;9.524332232E0
1.991821990E-1;-7.565677166E-1;1.929726601E0;9.093177795E0;9.326420636E0
2.091789250E-1;-8.140285611E-1;1.934514999E0;9.107542992E0;9.346246847E0
2.192257880E-1;-8.714894056E-1;1.891419291E0;9.323021889E0;9.552784822E0
2.292157190E-1;-7.996633649E-1;1.872265697E0;9.366117477E0;9.584831607E0
2.391911850E-1;-7.422025204E-1;1.853112102E0;9.423578262E0;9.632689983E0
2.491749180E-1;-7.565677166E-1;1.814804912E0;9.366117477E0;9.570270016E0
2.593632840E-1;-7.661445141E-1;1.781286120E0;9.222464561E0;9.424107928E0
2.695114670E-1;-7.469909191E-1;1.824381709E0;9.112331390E0;9.323140427E0
