"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.292753600E-2;-4.309562966E-2;7.086836815E0;4.553771496E0;8.423891506E0
4.452703600E-2;3.256114423E-1;6.880935669E0;4.596867085E0;8.281575061E0
6.028478600E-2;5.171475410E-1;6.789956093E0;4.903325081E0;8.391277744E0
7.330766100E-2;6.799532771E-1;6.713341713E0;5.133168221E0;8.478249194E0
8.463359800E-2;9.289502501E-1;6.402095318E0;5.310339451E0;8.369556626E0
9.539856700E-2;1.101332784E0;6.110002518E0;5.626373768E0;8.378612441E0
1.057470510E-1;1.187524080E0;5.923254967E0;6.148310184E0;8.619563850E0
1.160242930E-1;1.130063176E0;5.746084213E0;6.426037312E0;8.694163680E0
1.259239140E-1;1.120486379E0;5.621585369E0;6.526593685E0;8.686434074E0
1.358947250E-1;1.039083481E0;5.789179802E0;6.756437302E0;8.957887154E0
1.459321300E-1;7.230489254E-1;6.009446144E0;6.880935669E0;9.164252200E0
1.561843330E-1;3.926490843E-1;6.138733387E0;6.799532890E0;9.169071296E0
1.660009340E-1;3.351882473E-2;6.397306919E0;6.785167694E0;9.325511244E0
1.759427350E-1;-2.442085743E-1;6.646304131E0;6.837840080E0;9.538818238E0
1.859101350E-1;-3.926490843E-1;6.761225700E0;6.885724068E0;9.658237014E0
1.958963350E-1;-4.932055473E-1;6.847416878E0;6.904877663E0;9.736924830E0
2.059214350E-1;-5.027823448E-1;6.823474884E0;6.847416878E0;9.679861439E0
2.158949850E-1;-4.979939461E-1;6.766014099E0;6.885724068E0;9.666444056E0
2.261997600E-1;-4.740519226E-1;6.703764915E0;7.072471619E0;9.756282287E0
2.360326480E-1;-4.979939461E-1;6.627150536E0;7.398083210E0;9.944785436E0
2.462165920E-1;-5.315127969E-1;6.521805286E0;8.063671112E0;1.038456749E1
2.561205640E-1;-4.261679053E-1;6.325480938E0;8.920795441E0;1.094412717E1
2.659735500E-1;-3.878606856E-1;6.110002518E0;9.279925346E0;1.111753485E1
2.759415430E-1;-3.734954596E-1;5.856217384E0;9.217676163E0;1.092704602E1
