"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.082743700E-2;-1.814804912E0;2.777273893E0;8.020575523E0;8.679654306E0
4.247093700E-2;-1.905784607E0;2.719813108E0;8.231265068E0;8.875985744E0
5.826118700E-2;-1.982398987E0;2.671929121E0;8.513781548E0;9.140765133E0
7.095031200E-2;-1.800439715E0;2.619256735E0;8.767566681E0;9.325894837E0
8.251087400E-2;-1.728613615E0;2.418143749E0;8.916007042E0;9.398441668E0
9.326415500E-2;-1.608903527E0;2.379836559E0;9.093177795E0;9.536145711E0
1.036887960E-1;-1.690306425E0;2.336740971E0;9.155426979E0;9.598923760E0
1.137121160E-1;-1.814804912E0;2.379836559E0;9.045293808E0;9.527564169E0
1.236747760E-1;-1.862688899E0;2.360682964E0;8.892065048E0;9.386759548E0
1.336531060E-1;-1.934514999E0;2.398990154E0;8.796297073E0;9.320533474E0
1.436562710E-1;-1.996764183E0;2.461239338E0;8.805873871E0;9.358855748E0
1.536568540E-1;-2.145204782E0;2.523488522E0;8.944737434E0;9.538250660E0
1.636406450E-1;-2.240972757E0;2.571372509E0;9.045293808E0;9.667018959E0
1.737890410E-1;-2.269703150E0;2.633621931E0;9.030928612E0;9.677044407E0
1.837352390E-1;-2.236184359E0;2.724601507E0;8.997409821E0;9.663196021E0
1.938118380E-1;-2.298433542E0;2.877830505E0;8.997409821E0;9.722041383E0
2.037481370E-1;-2.317587137E0;2.954444885E0;8.997409821E0;9.749530153E0
2.137832870E-1;-2.331952572E0;3.011905670E0;9.160215378E0;9.920641327E0
2.237208620E-1;-2.231395960E0;2.973598480E0;9.255983353E0;9.974700180E0
2.336931490E-1;-2.178723574E0;2.916137695E0;9.370905876E0;1.005308771E1
2.439497930E-1;-2.140416384E0;2.834734917E0;9.586383820E0;1.022329981E1
2.540811150E-1;-2.068590164E0;2.834734917E0;9.586383820E0;1.020850342E1
2.640492760E-1;-1.929726601E0;2.743755102E0;9.701305389E0;1.026486060E1
2.739603560E-1;-1.771709204E0;2.652775526E0;9.730035782E0;1.023961756E1
2.838228960E-1;-1.594538331E0;2.533065319E0;9.595960617E0;1.005193676E1
2.938526660E-1;-1.498770237E0;2.466027737E0;9.337387085E0;9.773147016E0
3.037590510E-1;-1.479616642E0;2.442085743E0;9.121908188E0;9.558360590E0
3.138192440E-1;-1.537077546E0;2.466027737E0;9.021351814E0;9.477799784E0
3.237018400E-1;-1.647210717E0;2.384624958E0;8.959102631E0;9.416223196E0
3.338596380E-1;-1.680729628E0;2.360682964E0;8.983044624E0;9.438896485E0
3.437770370E-1;-1.723825216E0;2.293645144E0;9.040505409E0;9.484889007E0
3.538257370E-1;-1.810016513E0;2.269703150E0;9.069235802E0;9.522539062E0
3.639960870E-1;-1.900996208E0;2.264914751E0;9.002198219E0;9.475399632E0
3.737512620E-1;-1.987187386E0;2.264914751E0;8.949525833E0;9.443133229E0
3.838693490E-1;-2.221819162E0;2.389413357E0;8.825027466E0;9.408872746E0
3.940023930E-1;-2.303221941E0;2.389413357E0;8.887276649E0;9.486717754E0
4.038949150E-1;-2.470816135E0;2.432508945E0;8.877699852E0;9.530770525E0
4.137321760E-1;-2.590526342E0;2.528276920E0;8.959102631E0;9.662739304E0
4.236803060E-1;-2.738966703E0;2.590526342E0;9.021351814E0;9.777400160E0
4.336638710E-1;-2.758120298E0;2.671929121E0;8.992621422E0;9.778224422E0
4.435926540E-1;-2.782062292E0;2.748543501E0;8.896853447E0;9.718454776E0
4.538160450E-1;-2.815581083E0;2.801215887E0;8.920795441E0;9.764983286E0
4.637417410E-1;-2.820369720E0;2.782062292E0;8.968679428E0;9.804670654E0
4.736830890E-1;-2.801215887E0;2.796427488E0;8.997409821E0;9.829557499E0
4.840892630E-1;-2.801215887E0;2.710236311E0;9.059659004E0;9.862535809E0
4.940598500E-1;-2.691082716E0;2.633621931E0;9.217676163E0;9.957080119E0
5.038436430E-1;-2.552218914E0;2.566584110E0;9.308655739E0;9.987604670E0
5.138335400E-1;-2.461239338E0;2.437297344E0;9.303867340E0;9.927742186E0
5.237209880E-1;-2.360682964E0;2.375048161E0;9.141061783E0;9.735126519E0
5.336162120E-1;-2.317587137E0;2.346317768E0;9.121908188E0;9.699774544E0
5.435958240E-1;-2.336740971E0;2.394201756E0;9.126696587E0;9.720553019E0
5.536421300E-1;-2.298433542E0;2.341529369E0;9.083600998E0;9.658020689E0
5.635832830E-1;-2.255337954E0;2.298433542E0;9.011775017E0;9.569818963E0
5.737058600E-1;-2.145204782E0;2.269703150E0;9.002198219E0;9.528537596E0
5.836416480E-1;-2.035071373E0;2.264914751E0;8.872911453E0;9.380826828E0
5.936510420E-1;-2.049436569E0;2.312798738E0;9.006986618E0;9.522344049E0
6.036632390E-1;-1.972822189E0;2.312798738E0;9.145850182E0;9.637823454E0
6.137618380E-1;-1.881842494E0;2.317587137E0;9.136273384E0;9.611661285E0
6.238506370E-1;-1.891419291E0;2.360682964E0;9.150638580E0;9.637659333E0
6.336675370E-1;-1.900996208E0;2.427720547E0;9.236829758E0;9.737896981E0
6.435979870E-1;-1.910573006E0;2.528276920E0;9.399636269E0;9.919457413E0
6.535887120E-1;-1.915361404E0;2.566584110E0;9.481039047E0;1.000730057E1
6.636225740E-1;-1.838746905E0;2.590526342E0;9.610325813E0;1.012176759E1
6.736300050E-1;-1.891419291E0;2.681505919E0;9.615114212E0;1.015964380E1
6.836042210E-1;-1.905784607E0;2.667140722E0;9.409213066E0;9.963882031E0
6.935818290E-1;-1.896207690E0;2.619256735E0;9.409213066E0;9.949341685E0
7.036626330E-1;-1.867477298E0;2.609679937E0;9.562441826E0;1.008653531E1
7.138385350E-1;-1.618480325E0;2.269703150E0;9.801861763E0;1.019056058E1
7.239634860E-1;-1.599326730E0;2.092532396E0;1.021845245E1;1.055240770E1
7.338499610E-1;-1.498770237E0;1.948880196E0;1.049618053E1;1.078027143E1
7.438611990E-1;-1.470039845E0;1.853112102E0;1.072123528E1;1.097906769E1
7.539253180E-1;-1.426944256E0;1.771709204E0;1.081700325E1;1.105362758E1
7.637708770E-1;-1.158793569E0;1.632845521E0;1.062546730E1;1.081247161E1
7.736821570E-1;-7.709329724E-1;1.604115129E0;9.993397713E0;1.015064140E1
7.839007970E-1;-5.315127969E-1;1.570596337E0;9.730035782E0;9.870302681E0
7.937661170E-1;-3.399766386E-1;1.527500629E0;9.605537415E0;9.732173000E0
8.036367770E-1;-1.723825186E-1;1.474828243E0;9.327810287E0;9.445256949E0
8.137141070E-1;-9.097966552E-2;1.465251446E0;8.954314232E0;9.073862599E0
8.236757720E-1;-9.576806799E-3;1.479616642E0;8.403648376E0;8.532916451E0
8.336636040E-1;4.788403399E-3;1.460463047E0;7.819462776E0;7.954682479E0
8.437090200E-1;-3.830722719E-2;1.532289028E0;7.589619160E0;7.742848061E0
8.536612280E-1;-1.915361360E-2;1.551442742E0;7.580042362E0;7.737207743E0
8.638138320E-1;-7.661445439E-2;1.613691926E0;7.632715225E0;7.801808323E0
8.737111340E-1;-1.819593310E-1;1.738190413E0;7.766790390E0;7.960995420E0
8.836347850E-1;-3.303998411E-1;1.857900500E0;8.034940720E0;8.253558668E0
8.935686110E-1;-2.777273953E-1;1.833958507E0;8.456320763E0;8.657360865E0
9.036705240E-1;-1.197100878E-1;1.781286120E0;8.868123055E0;9.046044288E0
9.137209800E-1;-1.436521020E-2;1.656787634E0;9.203310966E0;9.351261111E0
9.236172080E-1;6.703764945E-2;1.522712231E0;9.509769440E0;9.631140191E0
9.336418220E-1;4.788403213E-2;1.503558636E0;9.811438560E0;9.926092286E0
9.436496290E-1;8.140286058E-2;1.436521053E0;1.016099167E1;1.026235698E1
9.536780330E-1;1.101332754E-1;1.383848548E0;1.057758331E1;1.066829109E1
9.636792350E-1;2.489969730E-1;1.369483352E0;1.092713642E1;1.101543438E1
9.736028360E-1;3.543418646E-1;1.412579060E0;1.108036518E1;1.117566241E1
9.837521360E-1;4.309563041E-1;1.474828243E0;1.105163479E1;1.115793319E1
9.938632860E-1;4.405331016E-1;1.594538331E0;1.068771648E1;1.081498523E1
1.003704361E0;4.501099288E-1;1.699883223E0;9.950302124E0;1.010448981E1
1.013603899E0;3.974374831E-1;1.853112102E0;9.117119789E0;9.312027398E0
1.023577668E0;4.261679053E-1;1.948880196E0;8.446743965E0;8.679126495E0
1.033567052E0;4.405331016E-1;1.991975784E0;8.001421928E0;8.257408178E0
1.043603744E0;5.171475410E-1;2.078166962E0;7.723694801E0;8.015090822E0
1.053632090E0;5.985504389E-1;2.082955360E0;7.517793179E0;7.823949127E0
1.063723263E0;6.655880809E-1;2.035071373E0;7.321468830E0;7.628134032E0
1.073934850E0;7.805097699E-1;2.054224968E0;7.101202011E0;7.433445078E0
1.083792143E0;7.326257229E-1;1.982398987E0;7.163451672E0;7.468713815E0
1.093741290E0;5.506663918E-1;1.939303398E0;7.340622425E0;7.612415434E0
1.103629363E0;4.596867263E-1;1.853112102E0;7.493851185E0;7.733249118E0
1.113587400E0;3.016694188E-1;1.771709204E0;7.872135162E0;8.074680796E0
1.123698918E0;1.532289088E-1;1.680729628E0;8.341399193E0;8.510421357E0
1.133644677E0;-9.576806799E-3;1.675941229E0;8.772355080E0;8.931018103E0
1.143582557E0;-1.819593310E-1;1.628057122E0;8.987833023E0;9.135908364E0
1.153697997E0;-3.112462163E-1;1.632845521E0;9.303867340E0;9.451190728E0
1.163648217E0;-4.548983276E-1;1.699883223E0;9.495404243E0;9.657082230E0
1.173604327E0;-5.363011956E-1;1.781286120E0;9.653421402E0;9.831029650E0
1.183641882E0;-6.751648784E-1;1.843535304E0;9.710882187E0;9.907355998E0
1.193658159E0;-6.943184733E-1;1.833958507E0;9.749189377E0;9.944454507E0
1.203591798E0;-6.799532771E-1;1.867477298E0;9.854534149E0;1.005294242E1
1.213602617E0;-6.943184733E-1;1.987187386E0;9.782708168E0;1.000661636E1
1.223626027E0;-6.991068721E-1;2.030282974E0;9.792284966E0;1.002495108E1
1.233579732E0;-8.044517636E-1;2.126051188E0;9.792284966E0;1.005266537E1
1.243602584E0;-8.954314590E-1;2.226607561E0;9.749189377E0;1.004023268E1
1.253603010E0;-9.720458984E-1;2.312798738E0;9.624691010E0;9.946285149E0
1.263567223E0;-9.528923035E-1;2.327163935E0;9.476250648E0;9.804234905E0
1.273536830E0;-9.959878922E-1;2.351106167E0;9.260771751E0;9.606330492E0
1.283595633E0;-1.110909581E0;2.403778553E0;9.117119789E0;9.493900393E0
1.293537035E0;-1.120486379E0;2.437297344E0;9.035717010E0;9.425502107E0
1.303629236E0;-1.086967587E0;2.365471363E0;9.074024200E0;9.440067187E0
