"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
0.000000000E0;4.299986362E0;-4.548983097E0;6.445190907E0;8.984632199E0
8.837626000E-3;4.501099110E0;-4.726154327E0;6.019022942E0;8.878348106E0
2.463525100E-2;5.094861031E0;-4.553771496E0;5.937620163E0;9.052611610E0
3.753256300E-2;4.328716755E0;-4.529829502E0;6.459556103E0;8.999056012E0
4.899321900E-2;4.414907932E0;-4.707000732E0;6.766014099E0;9.350198647E0
5.978804700E-2;4.850652695E0;-4.587290287E0;6.904877663E0;9.604655084E0
7.014046100E-2;5.200206280E0;-4.644751072E0;6.991068840E0;9.873748093E0
8.041216800E-2;5.420472622E0;-4.587290287E0;6.866570473E0;9.877982875E0
9.069552200E-2;5.511452198E0;-4.553771496E0;6.675034523E0;9.781054445E0
1.004916990E-1;5.176264286E0;-4.587290287E0;6.627150536E0;9.578938791E0
1.104357870E-1;4.726154327E0;-4.635174274E0;7.072471619E0;9.687168321E0
1.206013310E-1;4.414907932E0;-4.620809078E0;7.422025204E0;9.794373217E0
1.306706030E-1;4.611232281E0;-4.472368717E0;7.364564419E0;9.772530592E0
1.406097390E-1;5.003881454E0;-4.357447147E0;6.991068840E0;9.638527833E0
1.505353070E-1;5.042188644E0;-4.290409565E0;6.718130112E0;9.432102245E0
1.604960910E-1;5.171475887E0;-4.185064793E0;6.560112476E0;9.343126130E0
1.705829830E-1;5.032611847E0;-4.261679173E0;6.584054470E0;9.318737288E0
1.808069290E-1;4.505887508E0;-4.486733913E0;6.655880928E0;9.205137390E0
1.906864020E-1;4.357447147E0;-4.362235546E0;6.789956093E0;9.171692774E0
2.005496390E-1;4.529829502E0;-4.400542736E0;6.780379295E0;9.265941673E0
2.106947570E-1;4.908113480E0;-4.395754337E0;6.799532890E0;9.468150910E0
2.206903160E-1;4.893748283E0;-4.558559895E0;7.062894821E0;9.726958611E0
2.307730960E-1;4.769249916E0;-4.424484730E0;6.933608055E0;9.507719524E0
2.405659860E-1;4.812345505E0;-4.448426723E0;7.139509678E0;9.691221183E0
2.506499310E-1;4.893748283E0;-4.505887508E0;7.378929615E0;9.934807334E0
2.608204030E-1;5.123591423E0;-4.376600742E0;7.067683220E0;9.765140512E0
2.706961390E-1;4.908113480E0;-4.295197964E0;7.110779285E0;9.648911106E0
2.805395070E-1;4.036623955E0;-3.232172251E0;8.264783859E0;9.749252415E0
2.905401910E-1;5.348646641E0;-5.090072632E0;7.675810814E0;1.065058364E1
3.005790330E-1;5.607220173E0;-5.228936672E0;7.326257229E0;1.060456231E1
3.105529540E-1;5.027823448E0;-4.577713490E0;6.794744492E0;9.612649069E0
3.206049150E-1;4.759673119E0;-4.290409565E0;6.100425720E0;8.847445756E0
3.305778950E-1;5.003881454E0;-4.410119534E0;5.942408562E0;8.933095960E0
3.406628850E-1;5.396530628E0;-4.812345505E0;5.985504150E0;9.386558049E0
3.505448800E-1;5.386953831E0;-4.898536682E0;6.210559368E0;9.570056471E0
3.607738780E-1;4.812345505E0;-4.888959885E0;6.339846134E0;9.340998181E0
3.708188770E-1;4.165910721E0;-4.797980309E0;6.435614109E0;9.043923713E0
3.806413760E-1;3.969586372E0;-4.797980309E0;6.464344501E0;8.975855438E0
3.908216260E-1;4.055777550E0;-4.999093056E0;6.287173748E0;8.998267425E0
4.009217510E-1;4.012681961E0;-5.204994678E0;6.119579315E0;8.980135696E0
4.108403130E-1;4.031835556E0;-4.932055473E0;5.386953831E0;8.342669879E0
4.209190940E-1;3.854664803E0;-4.884171486E0;5.185841084E0;8.099785157E0
4.310279850E-1;4.137180328E0;-4.855441093E0;5.109226227E0;8.172867423E0
4.407569300E-1;4.821922302E0;-5.123591423E0;4.616020679E0;8.414854168E0
4.506054030E-1;5.363011837E0;-5.305551052E0;4.065354347E0;8.569590066E0
4.605441390E-1;5.477933407E0;-5.272032261E0;3.739742994E0;8.472765560E0
4.705340070E-1;5.415684223E0;-5.267243862E0;3.840299606E0;8.474750414E0
4.805579410E-1;5.674258232E0;-5.252878666E0;4.223371983E0;8.810607906E0
4.905034080E-1;6.402095318E0;-5.267243862E0;4.515464306E0;9.440344287E0
5.005576420E-1;7.144298077E0;-5.363011837E0;5.315127850E0;1.039487735E1
5.105317590E-1;9.797073364E0;-5.817910194E0;5.707777023E0;1.274399639E1
5.204128170E-1;8.638279915E0;-5.219359875E0;5.530605793E0;1.150865752E1
5.303578460E-1;8.350975990E0;-5.401319027E0;4.764461517E0;1.102783482E1
5.403293610E-1;8.451532364E0;-5.444414616E0;4.276044369E0;1.092495333E1
5.504986180E-1;7.694964409E0;-5.161899090E0;3.849876404E0;1.003390392E1
5.604897470E-1;7.326257229E0;-4.936843872E0;3.543418407E0;9.518523331E0
5.705023110E-1;7.125144482E0;-5.118803024E0;3.284844637E0;9.368032482E0
5.804395930E-1;6.904877663E0;-5.492298603E0;3.265691042E0;9.407838087E0
5.904377340E-1;6.507440090E0;-5.492298603E0;3.390189648E0;9.165451779E0
6.005753050E-1;6.330269337E0;-5.171475887E0;3.380612850E0;8.845621288E0
6.104900900E-1;6.373364925E0;-5.214571476E0;3.428496838E0;8.919984681E0
6.203839830E-1;7.053318024E0;-5.401319027E0;3.543418407E0;9.564484115E0
6.303749290E-1;7.541735172E0;-5.506663799E0;3.543418407E0;9.987839086E0
6.403694020E-1;7.053318024E0;-5.458779812E0;3.667917013E0;9.643712324E0
6.503986390E-1;8.312667847E0;-5.458779812E0;3.404554844E0;1.051140892E1
6.604267570E-1;8.705317497E0;-5.248090267E0;2.777273893E0;1.053746907E1
6.703953160E-1;8.494627953E0;-5.061342239E0;2.097320795E0;1.010814740E1
6.803530960E-1;7.666234016E0;-5.080495834E0;1.632845521E0;9.340704813E0
6.903494860E-1;7.685387611E0;-5.305551052E0;1.297657371E0;9.428571968E0
7.003106810E-1;7.292738438E0;-5.578489780E0;1.805228114E0;9.357479933E0
7.103127780E-1;6.497863293E0;-5.602431774E0;2.456450939E0;8.924327446E0
7.203448270E-1;6.947973251E0;-5.779603004E0;2.638410330E0;9.414847437E0
7.303288510E-1;6.986280441E0;-5.765237808E0;2.240972757E0;9.331025683E0
7.402888630E-1;6.876147270E0;-5.717353821E0;1.695094824E0;9.101806549E0
7.502783690E-1;7.273584843E0;-5.779603004E0;9.050082564E-1;9.334232014E0
7.604831220E-1;7.105990410E0;-5.712565422E0;4.548983276E-1;9.128824453E0
7.705754990E-1;6.320692539E0;-5.760449409E0;-7.852981687E-1;8.587818395E0
7.804171870E-1;6.540958881E0;-6.038176537E0;-6.224924326E-2;8.902111769E0
7.903725310E-1;6.531382084E0;-6.368576527E0;9.576807022E-1;9.172506268E0
8.004452030E-1;5.942408562E0;-6.325480938E0;1.479616642E0;8.804157769E0
8.104455390E-1;6.521805286E0;-6.430825710E0;1.297657371E0;9.250587990E0
8.203837070E-1;6.818686485E0;-6.344634533E0;1.364694953E0;9.413355675E0
8.304852910E-1;6.909666061E0;-6.263231754E0;3.639186621E-1;9.332952045E0
8.405230830E-1;7.048529625E0;-6.713341713E0;4.979939461E-1;9.746728928E0
8.508494790E-1;7.728483200E0;-6.852205276E0;8.571242094E-1;1.036420917E1
8.606336770E-1;7.896077156E0;-6.775590897E0;4.213795066E-1;1.041317565E1
8.705132760E-1;6.766014099E0;-6.737283707E0;2.202665508E-1;9.550835350E0
8.804335760E-1;7.675810814E0;-7.105990410E0;-5.889736414E-1;1.047664361E1
8.903982260E-1;5.525817394E0;-7.043741226E0;-5.315127969E-1;8.968358500E0
9.004985510E-1;6.526593685E0;-7.096413612E0;-8.092401624E-1;9.675245781E0
9.104492130E-1;6.081272125E0;-7.153874874E0;1.867477298E-1;9.391201792E0
9.203795440E-1;6.272808552E0;-7.134721279E0;1.053448766E-1;9.500709047E0
9.304107100E-1;5.468356609E0;-7.206547260E0;4.788403399E-3;9.046395434E0
9.403817930E-1;5.592854977E0;-6.976703644E0;-3.351882473E-2;8.941786401E0
9.505368340E-1;6.517016888E0;-6.794744492E0;-5.650315881E-1;9.431824983E0
9.604358550E-1;7.469909191E0;-6.641515732E0;2.298433632E-1;9.998104946E0
9.705848650E-1;7.153874874E0;-5.803544998E0;-6.320692301E-1;9.233556832E0
9.804778700E-1;7.627926826E0;-5.755661011E0;-1.115697980E0;9.620690377E0
9.904788730E-1;8.030152321E0;-5.985504150E0;-1.345541358E0;1.010544842E1
1.000494874E0;7.058106422E0;-6.019022942E0;-1.268926859E0;9.362461152E0
1.010529375E0;5.664681435E0;-5.621585369E0;-1.877054095E0;8.198424842E0
1.022669125E0;5.884947777E0;-6.406883717E0;-9.959878922E-1;8.756298372E0
1.031788500E0;5.813121796E0;-7.029376030E0;-4.596867263E-1;9.133226389E0
1.041107188E0;6.224924564E0;-6.986280441E0;-8.475474119E-1;9.395538135E0
1.050982032E0;5.746084213E0;-7.000645638E0;-2.585737705E-1;9.060539913E0
1.060755954E0;7.053318024E0;-7.536946774E0;-4.644751251E-1;1.033298596E1
1.070616415E0;6.378153324E0;-7.331045628E0;-9.624691010E-1;9.764804995E0
1.080499145E0;6.354211330E0;-7.206547260E0;-6.991068721E-1;9.633227676E0
1.090493010E0;6.517016888E0;-7.766790390E0;-3.639186621E-1;1.014529343E1
1.100471943E0;6.397306919E0;-7.675810814E0;-2.777273953E-1;9.996036213E0
1.110536909E0;6.612784863E0;-7.532158375E0;-8.044517636E-1;1.005532078E1
1.120449392E0;6.742072105E0;-7.273584843E0;-8.475474119E-1;9.953838925E0
1.130411634E0;6.497863293E0;-7.024587631E0;-8.188169599E-1;9.604036650E0
1.140447755E0;6.282385349E0;-6.718130112E0;-4.836287498E-1;9.210620752E0
1.150391315E0;6.258443356E0;-6.224924564E0;-2.202665508E-1;8.829853703E0
1.160360595E0;6.315904140E0;-5.980715752E0;-2.633621991E-1;8.702239118E0
1.170448235E0;5.746084213E0;-6.459556103E0;-7.182605267E-1;8.675208759E0
1.180514555E0;4.496310711E0;-7.173028469E0;-8.140285611E-1;8.504809811E0
1.190479715E0;5.612008572E0;-8.015787125E0;2.408566952E0;1.007713641E1
1.200378795E0;4.520252705E0;-8.188169479E0;1.771709204E0;9.519335977E0
1.210369335E0;5.061342239E0;-7.862558365E0;-5.793967843E-1;9.368709086E0
1.220411105E0;5.746084213E0;-6.698976517E0;-9.145850539E-1;8.873006028E0
1.230451490E0;6.675034523E0;-6.459556103E0;-5.746084079E-2;9.288985557E0
1.240390683E0;5.966350555E0;-7.264008045E0;-5.458779931E-1;9.416004174E0
1.250393779E0;5.755661011E0;-7.489062786E0;1.197100878E-1;9.446058733E0
1.260382827E0;5.262455463E0;-6.837840080E0;2.106897533E-1;8.630983990E0
1.270339351E0;5.147533417E0;-6.986280441E0;-1.292868853E-1;8.678820760E0
1.280331613E0;6.119579315E0;-7.594407558E0;-3.351882473E-2;9.753225142E0
1.290369744E0;5.554547787E0;-8.690952301E0;-1.197100878E-1;1.031503677E1
1.300616310E0;5.075707436E0;-9.107542992E0;3.878606856E-1;1.043362742E1
1.310556093E0;5.712565422E0;-8.700529099E0;-4.309562966E-2;1.040838448E1
1.320487984E0;5.406107426E0;-6.162675381E0;2.489969730E-1;8.201619647E0
1.330494930E0;6.435614109E0;-9.030928612E0;-4.548983276E-1;1.109872664E1
1.340465403E0;5.846640587E0;-8.121131897E0;5.075707436E-1;1.001966155E1
1.350581139E0;5.281609058E0;-7.043741226E0;4.692635238E-1;8.816455805E0
1.360443507E0;6.406883717E0;-6.325480938E0;6.129156351E-1;9.024163874E0
1.370517191E0;4.711789131E0;-8.628703117E0;1.484405100E-1;9.832472166E0
1.380406033E0;4.467580318E0;-8.418013573E0;3.734954596E-1;9.537385662E0
1.390446954E0;4.544194698E0;-7.134721279E0;5.841852427E-1;8.479105235E0
1.400385915E0;4.960785866E0;-7.752425194E0;3.543418646E-1;9.210594495E0
1.410452395E0;5.501875401E0;-8.164227486E0;-3.878606856E-1;9.852699086E0
1.420413635E0;6.196194172E0;-8.939949036E0;-8.858546019E-1;1.091330607E1
1.430405255E0;6.325480938E0;-9.375694275E0;-7.469909191E-1;1.133460840E1
1.440359065E0;6.349422932E0;-8.599972725E0;-2.059013397E-1;1.069191741E1
1.450384970E0;6.090848923E0;-9.701305389E0;3.064578176E-1;1.145895646E1
1.460427923E0;6.603208065E0;-1.074038887E1;8.810662031E-1;1.263861494E1
1.470589399E0;6.344634533E0;-1.111867237E1;9.864110947E-1;1.283948089E1
1.480580137E0;4.419696331E0;-9.155426979E0;6.368576288E-1;1.018632154E1
1.490472006E0;2.451662540E0;-6.363788128E0;-8.140286058E-2;6.820196110E0
1.500425441E0;2.715024710E0;-6.186617374E0;-9.911994934E-1;6.828474950E0
1.510683158E0;3.069366693E0;-6.574477673E0;-1.474828243E0;7.404045307E0
