"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
9.048261000E-3;3.088520288E0;-4.189853191E0;7.110779285E0;8.812321453E0
3.065351100E-2;2.868253708E0;-4.098873138E0;5.511452198E0;7.443369242E0
4.645613600E-2;4.218583584E0;-3.366247654E0;4.908113480E0;7.295042745E0
5.936644800E-2;4.477157116E0;-3.471592426E0;5.659893036E0;8.008200734E0
7.085860400E-2;4.778826714E0;-3.495534420E0;6.004657745E0;8.432784847E0
8.158868200E-2;4.156333923E0;-4.022258759E0;6.627150536E0;8.796181070E0
9.198822100E-2;2.312798738E0;-4.769249916E0;7.244854450E0;8.976786662E0
1.021224910E-1;2.044648170E0;-4.395754337E0;6.430825710E0;8.053493754E0
1.123096260E-1;4.826710701E0;-3.797203779E0;5.449203014E0;8.210341419E0
1.223406930E-1;3.418920040E0;-5.559336185E0;5.224148273E0;8.359841999E0
1.323917270E-1;3.840299606E0;-4.558559895E0;5.506663799E0;8.114906997E0
1.423182440E-1;7.417236805E0;-3.021482468E0;4.774038315E0;9.323958384E0
1.523640020E-1;1.016099167E1;-4.156333923E0;4.955997467E0;1.204503110E1
1.623148810E-1;9.236829758E0;-4.529829502E0;7.034164429E0;1.246265816E1
1.723783210E-1;7.948749542E0;-4.429273129E0;7.704541206E0;1.192313025E1
1.824050410E-1;7.331045628E0;-5.209783077E0;7.326257229E0;1.160000494E1
1.924839010E-1;5.750872612E0;-5.650316238E0;6.531382084E0;1.037581618E1
2.024748310E-1;5.975927353E0;-4.481945515E0;4.458003521E0;8.699042402E0
2.125232960E-1;9.457097054E0;-5.425261021E0;3.682282209E0;1.150779493E1
2.224975280E-1;1.064462090E1;-5.046977043E0;4.726154327E0;1.269316611E1
2.325361440E-1;1.027591324E1;-4.778826714E0;5.133168221E0;1.244110098E1
2.424209520E-1;9.634267807E0;-4.869806290E0;4.371812344E0;1.164675374E1
2.524173560E-1;8.585607529E0;-4.898536682E0;3.414131641E0;1.045775373E1
2.623555580E-1;7.632715225E0;-5.363011837E0;2.073378563E0;9.556104663E0
2.723856590E-1;6.947973251E0;-5.525817394E0;9.672574997E-1;8.929981929E0
2.824222100E-1;6.967126846E0;-5.324704647E0;-4.501099288E-1;8.780429091E0
2.923434850E-1;6.392518520E0;-5.248090267E0;5.746084079E-2;8.271036588E0
3.023891230E-1;6.770802498E0;-5.367800236E0;1.331176162E0;8.742372436E0
3.123884420E-1;7.546523571E0;-5.267243862E0;1.910573006E0;9.399157681E0
3.223866010E-1;8.513781548E0;-5.343858242E0;2.293645144E0;1.031029123E1
3.324431810E-1;1.246900272E1;-5.908889771E0;3.131615877E0;1.414913514E1
3.423879710E-1;1.107557678E1;-4.874594688E0;3.567360640E0;1.261570990E1
3.523808660E-1;7.321468830E0;-5.051765442E0;1.441309452E0;9.011193753E0
3.623323130E-1;7.642292023E0;-5.401319027E0;3.782838583E-1;9.366000922E0
3.723595370E-1;7.637503624E0;-5.789179802E0;1.005564690E0;9.636245365E0
3.823321490E-1;7.398083210E0;-6.186617374E0;1.771709204E0;9.805346665E0
3.923164550E-1;7.125144482E0;-6.440402508E0;1.886630893E0;9.788045999E0
4.023801080E-1;6.665457726E0;-6.478709698E0;8.906430602E-1;9.337839745E0
4.123199340E-1;6.469132900E0;-6.488286495E0;-3.351882398E-1;9.168418254E0
4.223573470E-1;6.081272125E0;-6.564900875E0;-1.618480325E0;9.093914049E0
4.323560540E-1;5.932831764E0;-6.665457726E0;-7.134721279E-1;8.951863600E0
4.423149070E-1;6.651092529E0;-6.947973251E0;-2.106897533E-1;9.620590123E0
4.522898340E-1;7.230489254E0;-7.627926826E0;1.192312479E0;1.057765813E1
4.623012970E-1;5.094861031E0;-7.182605267E0;-1.144428372E0;8.880154483E0
4.723270290E-1;4.271255970E0;-7.378929615E0;-1.431732655E0;8.645350671E0
4.824138950E-1;4.510675907E0;-7.321468830E0;-1.436521053E0;8.718583354E0
4.924423280E-1;5.851428986E0;-6.924031258E0;-8.619126081E-1;9.106279338E0
5.023595440E-1;5.841852188E0;-6.330269337E0;-1.125274777E0;8.687104822E0
5.123961520E-1;8.403648376E0;-6.378153324E0;-4.405331016E-1;1.055917683E1
5.223604560E-1;8.499416351E0;-6.086060524E0;-1.058237195E0;1.050714409E1
5.323551080E-1;7.120356083E0;-5.607220173E0;-1.723825216E0;9.225614461E0
5.423334340E-1;6.545747280E0;-5.755661011E0;-1.331176162E0;8.817395936E0
5.523055970E-1;5.295974255E0;-5.487510204E0;-1.216254473E0;7.722654109E0
5.622936790E-1;4.285621166E0;-5.147533417E0;-8.619126081E-1;6.753261612E0
5.723277200E-1;3.356670856E0;-4.520252705E0;-9.241618514E-1;5.705611175E0
5.823977400E-1;4.673481941E0;-4.481945515E0;-9.672574997E-1;6.547125791E0
5.923482500E-1;5.324704647E0;-4.558559895E0;-2.068590164E0;7.308352287E0
6.023285050E-1;6.440402508E0;-5.425261021E0;-8.810662031E-1;8.466907302E0
6.123466330E-1;6.895300865E0;-4.989516258E0;4.309563041E-1;8.522098911E0
6.223111970E-1;5.204994678E0;-5.961562157E0;9.002198577E-1;7.965085608E0
6.323119790E-1;5.506663799E0;-6.689399719E0;-1.067813993E0;8.729927922E0
6.422938700E-1;5.846640587E0;-7.196970463E0;-1.589749932E0;9.407810311E0
6.522988150E-1;4.592078686E0;-6.890512466E0;-1.450886250E0;8.406629504E0
6.623347880E-1;2.643198729E0;-7.077260017E0;-5.793967843E-1;7.576926125E0
6.723197740E-1;5.516240597E0;-6.569689274E0;-7.565677166E-1;8.611743272E0
6.823537670E-1;6.358999729E0;-7.493851185E0;2.557007313E0;1.015544039E1
6.923492640E-1;5.779603004E0;-6.248866558E0;-1.192312479E0;8.594984188E0
7.023735120E-1;7.019799232E0;-6.900089264E0;1.130063176E0;9.907868383E0
7.123381360E-1;5.190629482E0;-5.975927353E0;5.123591423E-1;7.932014501E0
7.223199480E-1;6.852205276E0;-8.485051155E0;1.656787634E0;1.103148927E1
7.323088540E-1;7.766790390E0;-6.560112476E0;4.309563041E-1;1.017564897E1
7.423368070E-1;5.473145008E0;-8.432378769E0;8.619125932E-2;1.005324609E1
7.523382840E-1;5.276820660E0;-1.002212811E1;-1.915361360E-2;1.132644052E1
7.623495220E-1;5.722142220E0;-9.801861763E0;7.182604820E-2;1.135009095E1
7.723196410E-1;6.215347767E0;-1.196143150E1;6.224924326E-1;1.349421685E1
7.822927010E-1;5.999869347E0;-1.180820274E1;-3.351882398E-1;1.324931830E1
7.923222310E-1;3.318363667E0;-8.595184326E0;-1.187524080E0;9.289722518E0
8.023424960E-1;7.613561630E0;-1.154962921E1;1.503558636E0;1.391477431E1
8.123926280E-1;7.369352818E0;-1.456153488E1;1.426944256E0;1.638236335E1
8.223701940E-1;4.802768707E0;-1.424071217E1;-4.070142806E-1;1.503429848E1
8.323189770E-1;1.896207690E0;-7.307103634E0;-3.102885485E0;8.161940054E0
8.423323690E-1;3.979163170E0;-5.473145008E0;-1.321599364E0;6.894612440E0
8.523400650E-1;3.739742994E0;-5.214571476E0;6.272808313E-1;6.447551053E0
8.623429130E-1;3.514688015E0;-6.042964935E0;2.126051188E0;7.306883789E0
8.723478370E-1;3.112462282E0;-7.292738438E0;2.987963676E0;8.473451617E0
8.822857990E-1;3.667917013E0;-8.571242332E0;3.102885485E0;9.825869359E0
8.923107800E-1;3.174711466E0;-8.978256226E0;1.312022567E0;9.612974616E0
9.023207700E-1;4.189853191E0;-1.113782597E1;-1.972822189E0;1.206225785E1
9.123057650E-1;3.318363667E0;-1.160709000E1;-2.873042107E0;1.240928872E1
9.222947630E-1;3.179499865E0;-1.186566353E1;-1.532289028E0;1.237946283E1
9.324022620E-1;4.209006786E0;-1.110909557E1;-9.576806799E-3;1.187972366E1
9.423825110E-1;4.730942726E0;-1.090319443E1;1.072602391E0;1.193364754E1
9.523391360E-1;5.631162167E0;-1.105163479E1;1.177947283E0;1.245938115E1
9.623064480E-1;6.138733387E0;-1.073081207E1;2.537853718E-1;1.236522472E1
9.724066040E-1;5.645527840E0;-1.040041256E1;-3.447650373E-1;1.183889475E1
9.824146820E-1;5.013458252E0;-9.983820915E0;-1.225831270E0;1.123895485E1
9.923952210E-1;3.782838583E0;-8.025363922E0;-1.958456993E0;9.085806933E0
1.002368991E0;2.604891539E0;-5.975927353E0;-1.905784607E0;6.791846776E0
