"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
2.787444000E-2;2.643198729E0;1.221042871E0;9.160215378E0;9.611815176E0
4.956494000E-2;2.671929121E0;1.139639974E0;9.236829758E0;9.682820275E0
6.543619000E-2;2.815581083E0;1.058237195E0;9.437943459E0;9.905661993E0
7.834981500E-2;2.806004286E0;1.110909581E0;9.313444138E0;9.790200297E0
8.970512700E-2;2.466027737E0;9.959878922E-1;8.614337921E0;9.015547820E0
1.004807830E-1;3.021482468E0;8.762778044E-1;7.704541206E0;8.322089539E0
1.108546110E-1;3.801992416E0;5.506663918E-1;6.119579315E0;7.225484814E0
1.210420250E-1;3.356670856E0;1.417367458E0;6.828263283E0;7.739596192E0
1.311382320E-1;3.509899616E0;1.450886250E0;7.436390400E0;8.350111880E0
1.412848360E-1;3.758896589E0;6.799532771E-1;7.685387611E0;8.582355316E0
1.513751380E-1;3.514688015E0;3.208230138E-1;7.747636795E0;8.513626440E0
1.613667890E-1;3.035847664E0;-3.351882473E-2;7.762001991E0;8.334636732E0
1.713681140E-1;2.389413357E0;-7.326257229E-1;7.522581577E0;7.926870141E0
1.813557770E-1;2.825158119E0;-2.154781520E-1;7.920019150E0;8.411578482E0
1.913061080E-1;2.882618904E0;4.644751251E-1;8.518569946E0;9.005068729E0
2.013192740E-1;3.763684988E0;2.633621991E-1;8.197746277E0;9.024285476E0
2.114133570E-1;4.290409565E0;2.106897533E-1;7.503427982E0;8.646006933E0
2.213413980E-1;4.472368717E0;3.878606856E-1;6.971915245E0;8.292172215E0
2.313454190E-1;4.098873138E0;6.224924326E-1;6.670246124E0;7.853689655E0
2.413064290E-1;3.557783842E0;7.230489254E-1;6.995857239E0;7.881791936E0
2.512214340E-1;3.184288263E0;6.991068721E-1;7.115567684E0;7.826860522E0
2.613484370E-1;2.882618904E0;5.650315881E-1;6.842628479E0;7.446496958E0
2.712334380E-1;2.279279947E0;5.363011956E-1;6.258443356E0;6.682129098E0
2.812219390E-1;1.470039845E0;2.250549644E-1;5.228936672E0;5.436308086E0
2.911786890E-1;1.312022567E0;-8.140286058E-2;4.400542736E0;4.592690498E0
3.011980640E-1;1.508347034E0;-4.788403399E-3;4.371812344E0;4.624702896E0
3.112312520E-1;2.173935175E0;7.182604820E-2;4.865017891E0;5.329123024E0
3.214158460E-1;2.738966703E0;2.585737705E-1;5.339069843E0;6.006202277E0
3.312546430E-1;2.863465309E0;4.405331016E-1;5.377377033E0;6.108165580E0
3.411765410E-1;2.748543501E0;2.729389966E-1;5.439626217E0;6.100698358E0
3.511749900E-1;2.499546528E0;-1.867477298E-1;5.592854977E0;6.128836297E0
3.612337150E-1;2.384624958E0;-6.607996821E-1;6.033388138E0;6.521109172E0
3.712135770E-1;2.691082716E0;-1.446097851E0;6.416460514E0;7.106623017E0
3.811380080E-1;3.629609823E0;-2.288856745E0;6.703764915E0;7.959484701E0
3.911357240E-1;4.462791920E0;-3.280056238E0;6.861782074E0;8.818125304E0
4.010805820E-1;4.616020679E0;-3.620033026E0;7.378929615E0;9.426605343E0
4.111305110E-1;3.787626982E0;-2.863465309E0;7.800309181E0;9.131833061E0
4.210914750E-1;3.715801001E0;-2.489969730E0;8.087613106E0;9.242110802E0
4.311429570E-1;4.520252705E0;-2.652775526E0;7.924807549E0;9.501182936E0
4.412486980E-1;5.238513470E0;-2.719813108E0;7.766790390E0;9.755123765E0
4.513670690E-1;5.430049419E0;-3.002328873E0;7.934384346E0;1.007243120E1
4.612292540E-1;6.493074894E0;-2.896984100E0;8.427590370E0;1.102618782E1
4.714268470E-1;9.021351814E0;-2.844311714E0;8.470685959E0;1.269753591E1
4.812641430E-1;1.163582039E1;-2.748543501E0;8.250418663E0;1.452639720E1
4.911842910E-1;1.215775585E1;-3.414131641E0;7.398083210E0;1.463553748E1
5.011498650E-1;1.058716011E1;-3.203441858E0;6.426037312E0;1.279233968E1
5.111106520E-1;9.251194954E0;-3.423708439E0;5.808333397E0;1.144740689E1
5.211000460E-1;8.312667847E0;-3.969586372E0;5.789179802E0;1.087992029E1
5.310957430E-1;8.532935143E0;-4.036623955E0;6.205770969E0;1.129676540E1
5.410930910E-1;1.023760605E1;-4.079719543E0;6.464344501E0;1.277655818E1
5.510642650E-1;1.134372807E1;-4.740519524E0;6.976703644E0;1.413602085E1
5.610978520E-1;1.166933918E1;-4.687847137E0;6.689399719E0;1.424420782E1
5.710881460E-1;1.193270111E1;-4.625597477E0;6.047753334E0;1.415488708E1
5.811382930E-1;1.253125191E1;-4.414907932E0;5.214571476E0;1.427289186E1
5.911173660E-1;1.297657299E1;-4.630385876E0;4.185064793E0;1.439953774E1
6.010874030E-1;1.225352383E1;-4.558559895E0;3.347094059E0;1.349564200E1
6.111309210E-1;1.170764637E1;-4.462791920E0;2.595314741E0;1.279535673E1
6.211241800E-1;1.117613316E1;-4.113238335E0;2.466027737E0;1.216166003E1
6.343423100E-1;1.119528675E1;-4.683058739E0;2.475604534E0;1.238523728E1
6.511104400E-1;1.119528675E1;-4.683058739E0;2.475604534E0;1.238523728E1
6.610864400E-1;1.037647057E1;-4.352658749E0;2.509123325E0;1.152876747E1
6.711124400E-1;9.567230225E0;-4.036623955E0;2.485181332E0;1.067718846E1
6.813144400E-1;9.107542992E0;-3.806780815E0;2.351106167E0;1.014724690E1
6.910764400E-1;8.935160637E0;-3.725377798E0;2.389413357E0;9.971200105E0
7.010884400E-1;8.580819130E0;-4.041412354E0;2.523488522E0;9.814859401E0
7.113224400E-1;7.891288757E0;-4.314351559E0;2.667140722E0;9.380815916E0
7.214854400E-1;7.718906403E0;-4.434061527E0;2.126051188E0;9.152186150E0
7.311274400E-1;7.599195957E0;-4.491522312E0;1.944091797E0;9.038863025E0
7.411124400E-1;7.465120792E0;-4.702212334E0;1.316810966E0;8.920359880E0
7.512674400E-1;7.110779285E0;-4.932055473E0;8.283938169E-1;8.693364685E0
7.611284400E-1;7.824251175E0;-5.137956619E0;1.675941229E0;9.509273562E0
7.710764400E-1;7.776367188E0;-4.955997467E0;2.451662540E0;9.541721372E0
7.811734400E-1;7.881711960E0;-4.927267075E0;2.925714493E0;9.744698535E0
7.913954400E-1;7.963114738E0;-5.008669853E0;2.513911724E0;9.737439201E0
8.011044400E-1;8.987833023E0;-5.051765442E0;2.355894566E0;1.057599715E1
8.110944400E-1;7.326257229E0;-4.735731125E0;1.680729628E0;8.884033225E0
8.211094400E-1;6.909666061E0;-4.936843872E0;1.642422318E0;8.649477647E0
8.311244400E-1;8.111555099E0;-5.482721806E0;3.031059265E0;1.024914069E1
8.415554400E-1;6.722918510E0;-5.142745018E0;3.816357613E0;9.284936459E0
8.510524400E-1;5.999869347E0;-5.018246651E0;3.169923067E0;8.439765629E0
8.610374400E-1;9.294290543E0;-4.941632271E0;2.844311714E0;1.090383764E1
8.710894400E-1;8.034940720E0;-4.079719543E0;-7.182604820E-2;9.011633753E0
8.810874400E-1;1.044829655E1;-4.477157116E0;2.394201756E0;1.161654159E1
8.910664400E-1;8.791508675E0;-4.333505154E0;2.834734917E0;1.020321585E1
9.010724400E-1;7.321468830E0;-3.974374771E0;1.968033791E0;8.559948461E0
9.112534400E-1;6.919242859E0;-3.591302633E0;1.618480325E0;7.961963006E0
9.210584400E-1;7.546523571E0;-4.232948780E0;3.505111217E0;9.335613425E0
9.312274400E-1;6.584054470E0;-3.835511208E0;2.892195702E0;8.150197265E0
9.411014400E-1;5.999869347E0;-3.529053211E0;1.221042871E0;7.067078211E0
9.512744400E-1;9.332598686E0;-3.955221176E0;3.572149038E0;1.074715877E1
9.610314400E-1;7.331045628E0;-3.988739967E0;3.615244627E0;9.095288354E0
9.712554400E-1;7.225700855E0;-4.319139957E0;1.795651317E0;8.607559844E0
9.810984400E-1;8.082824707E0;-4.764461517E0;1.197100878E0;9.458604512E0
9.910814400E-1;8.264783859E0;-4.817133904E0;3.294421434E0;1.011754139E1
1.001070440E0;7.723694801E0;-4.338293552E0;9.385270476E-1;8.908259389E0
1.011303440E0;1.336922264E1;-5.051765442E0;1.628057122E0;1.438426286E1
1.021151440E0;9.141061783E0;-4.582501888E0;2.997540474E0;1.065568313E1
1.031229440E0;8.307879448E0;-4.625597477E0;7.661445141E-1;9.539601163E0
1.041100440E0;7.934384346E0;-4.558559895E0;3.830722719E-2;9.150759023E0
1.051252440E0;7.096413612E0;-4.496310711E0;1.915361285E-1;8.403129313E0
1.061090440E0;6.191405773E0;-4.395754337E0;2.777273953E-1;7.598242833E0
1.071081440E0;5.932831764E0;-4.802768707E0;2.873041928E-1;7.638561625E0
1.081127440E0;2.035071373E0;-4.472368717E0;-4.213795066E-1;4.931648621E0
1.091109440E0;9.792284966E0;-7.086836815E0;4.893748283E0;1.304073898E1
1.101112440E0;6.684611320E0;-6.349422932E0;3.098097086E0;9.726119762E0
1.111128440E0;6.315904140E0;-6.124367714E0;4.884171486E-1;8.811190403E0
1.121081440E0;6.540958881E0;-6.689399719E0;-5.841852427E-1;9.374085774E0
1.131229440E0;6.335057735E0;-6.200982571E0;-9.481038451E-1;8.915382339E0
1.141159440E0;7.603984833E0;-6.205770969E0;-1.628057212E-1;9.816245940E0
1.151121440E0;7.043741226E0;-5.951985359E0;1.580173075E-1;9.223090027E0
1.161101440E0;6.631938934E0;-7.278373241E0;1.201889277E0;9.919771615E0
1.171276440E0;7.072471619E0;-5.621585369E0;-1.154005170E0;9.107897935E0
1.181897440E0;6.157886982E0;-6.660669327E0;5.793967843E-1;9.089542816E0
