"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
0.000000000E0;6.531382084E0;-4.572925091E0;5.228936672E0;9.534798086E0
3.305491000E-3;6.392518520E0;-4.721365929E0;5.157110691E0;9.473720491E0
1.812296200E-2;6.866570473E0;-4.596867085E0;5.463568211E0;9.906137221E0
3.065669800E-2;6.282385349E0;-5.032611847E0;5.966350555E0;1.001962507E1
4.206406600E-2;6.469132900E0;-4.663905144E0;5.750872612E0;9.832305298E0
5.264125000E-2;6.339846134E0;-4.812345505E0;5.319916248E0;9.573600532E0
6.294884200E-2;6.531382084E0;-4.754884720E0;5.233725071E0;9.625993909E0
7.296313800E-2;6.560112476E0;-4.826710701E0;5.118803024E0;9.619477964E0
8.296328600E-2;6.507440090E0;-4.740519524E0;5.075707436E0;9.517463310E0
9.312186000E-2;6.272808552E0;-4.410119534E0;5.315127850E0;9.329944560E0
1.030591470E-1;5.707777023E0;-3.739742994E0;5.272032261E0;8.623150258E0
1.130907900E-1;6.766014099E0;-4.458003521E0;4.812345505E0;9.423980658E0
1.232036120E-1;7.153874874E0;-4.735731125E0;4.553771496E0;9.712976363E0
1.330825230E-1;6.497863293E0;-4.410119534E0;4.783615112E0;9.195344214E0
1.430999780E-1;6.445190907E0;-4.304774761E0;4.865017891E0;9.150954630E0
1.530517060E-1;6.617573261E0;-4.381389141E0;4.735731125E0;9.242077470E0
1.631215700E-1;6.703764915E0;-4.347870350E0;4.544194698E0;9.192069739E0
1.731375020E-1;6.813898087E0;-4.362235546E0;4.438849926E0;9.228309420E0
1.831379680E-1;6.775590897E0;-4.515464306E0;4.448426723E0;9.278283797E0
1.931752010E-1;6.593631268E0;-4.616020679E0;4.754884720E0;9.348398200E0
2.030923170E-1;6.426037312E0;-4.572925091E0;5.013458252E0;9.345606618E0
2.130868750E-1;6.612784863E0;-4.606443882E0;5.051765442E0;9.511497409E0
2.231761540E-1;6.622362137E0;-4.639962673E0;5.042188644E0;9.529354658E0
2.330232940E-1;6.584054470E0;-4.630385876E0;5.114014626E0;9.536424498E0
2.430928640E-1;6.598419666E0;-4.707000732E0;5.147533417E0;9.601671639E0
2.529936490E-1;6.636727333E0;-4.707000732E0;5.161899090E0;9.635725598E0
2.629835410E-1;6.684611320E0;-4.721365929E0;5.449203014E0;9.832046492E0
2.729489870E-1;6.655880928E0;-4.635174274E0;5.789179802E0;9.964948282E0
2.829897100E-1;6.703764915E0;-4.529829502E0;5.497087002E0;9.781502178E0
2.930005720E-1;6.502651691E0;-4.639962673E0;5.243301868E0;9.555414544E0
3.031725030E-1;6.009446144E0;-4.678270340E0;5.439626217E0;9.358909643E0
3.131104680E-1;5.626373768E0;-4.596867085E0;5.458779812E0;9.087658984E0
3.230494510E-1;5.731719017E0;-4.558559895E0;5.430049419E0;9.116935225E0
3.329729420E-1;5.808333397E0;-4.606443882E0;5.367800236E0;9.152559285E0
3.429281880E-1;6.282385349E0;-4.472368717E0;5.243301868E0;9.325377317E0
3.529453110E-1;6.761225700E0;-4.707000732E0;4.702212334E0;9.485822563E0
3.629478720E-1;7.527369976E0;-4.678270340E0;4.252102375E0;9.829948461E0
3.729106530E-1;7.805097580E0;-4.740519524E0;3.586514235E0;9.810971305E0
3.829075430E-1;7.809885979E0;-4.687847137E0;3.198653460E0;9.654098287E0
3.929254880E-1;7.541735172E0;-4.697423935E0;2.609679937E0;9.260345048E0
4.029534610E-1;7.297526836E0;-4.860229492E0;2.197877169E0;9.039158849E0
4.129119470E-1;6.722918510E0;-5.013458252E0;2.355894566E0;8.711064008E0
4.229491900E-1;6.593631268E0;-5.176264286E0;2.643198729E0;8.789549748E0
4.329523120E-1;6.861782074E0;-5.161899090E0;2.978386879E0;9.088456626E0
4.431153730E-1;7.029376030E0;-5.281609058E0;3.198653460E0;9.356222826E0
4.529974030E-1;7.249642849E0;-5.458779812E0;3.538630009E0;9.740508242E0
4.630374180E-1;7.656657219E0;-5.664681435E0;3.581725836E0;1.017554792E1
4.729679260E-1;6.933608055E0;-5.482721806E0;3.174711466E0;9.392228274E0
4.829776800E-1;6.766014099E0;-5.276820660E0;2.777273893E0;9.018704638E0
4.931225570E-1;7.388506413E0;-5.243301868E0;2.796427488E0;9.481679608E0
5.030314950E-1;7.278373241E0;-5.157110691E0;2.370259762E0;9.229769177E0
5.129099640E-1;7.015010834E0;-5.133168221E0;2.188300371E0;8.963729776E0
5.228391990E-1;6.780379295E0;-4.932055473E0;2.327163935E0;8.701402563E0
5.328093160E-1;7.556100368E0;-5.051765442E0;2.202665567E0;9.352364538E0
5.428653750E-1;8.279149055E0;-5.501875401E0;2.245761156E0;1.019109342E1
5.529339040E-1;8.839392662E0;-5.588066578E0;2.360682964E0;1.072073574E1
5.628691690E-1;8.259995461E0;-5.305551052E0;2.288856745E0;1.008043958E1
5.728268010E-1;6.378153324E0;-4.232948780E0;2.284068346E0;7.988470655E0
5.829106170E-1;8.178592682E0;-5.875370979E0;3.256114244E0;1.058355528E1
5.928810250E-1;8.125920296E0;-6.186617374E0;2.255337954E0;1.045903267E1
6.028787290E-1;7.230489254E0;-5.631162167E0;8.092401624E-1;9.200262596E0
6.128210810E-1;7.144298077E0;-5.631162167E0;2.394201607E-2;9.096788201E0
6.228762570E-1;6.866570473E0;-5.564124584E0;1.436520964E-1;8.839112420E0
6.329008450E-1;7.015010834E0;-5.434837818E0;3.160346150E-1;8.879623696E0
6.430116390E-1;7.144298077E0;-5.482721806E0;-2.394201607E-2;9.005654148E0
6.528970360E-1;7.297526836E0;-5.425261021E0;-1.580173075E-1;9.094631633E0
6.629122350E-1;7.345410824E0;-5.640739441E0;-6.033388376E-1;9.281003144E0
6.729298340E-1;7.493851185E0;-5.875370979E0;-9.959878922E-1;9.574433749E0
6.829936340E-1;7.254431248E0;-5.894524574E0;-1.225831270E0;9.427346126E0
6.929955340E-1;7.134721279E0;-5.817910194E0;-1.292868972E0;9.296442166E0
7.030569840E-1;7.292738438E0;-5.841852188E0;-1.575384736E0;9.475922539E0
7.129152090E-1;7.019799232E0;-5.439626217E0;-1.513135433E0;9.008700988E0
7.229368210E-1;6.564900875E0;-5.683835030E0;-1.134851575E0;8.757385012E0
7.329076270E-1;7.110779285E0;-6.177040577E0;-9.002198577E-1;9.461998104E0
7.428625300E-1;7.426813602E0;-6.540958881E0;-5.602431893E-1;9.912395059E0
7.528654820E-1;7.460332394E0;-6.722918510E0;-5.554547906E-1;1.005796812E1
7.629144580E-1;7.019799232E0;-7.474697590E0;-3.351882458E0;1.078813243E1
7.728804460E-1;6.904877663E0;-6.971915245E0;-1.771709204E0;9.971152954E0
7.829294400E-1;6.833051682E0;-6.722918510E0;-9.576807022E-1;9.633554947E0
7.928604370E-1;7.173028469E0;-7.101202011E0;-7.134721279E-1;1.011871780E1
8.029199350E-1;6.809109688E0;-7.120356083E0;-8.475474119E-1;9.888467126E0
8.128671840E-1;7.029376030E0;-7.196970463E0;-6.847416759E-1;1.008352034E1
8.228378090E-1;7.647080421E0;-7.517793179E0;-6.751648784E-1;1.074480809E1
8.328376210E-1;7.192182064E0;-7.398083210E0;-7.996633649E-1;1.034884436E1
8.428830270E-1;6.775590897E0;-7.211335659E0;-1.034295082E0;9.948957750E0
8.532147300E-1;6.770802498E0;-7.211335659E0;-1.072602391E0;9.949753984E0
8.630420820E-1;6.536170483E0;-7.273584843E0;-7.852981687E-1;9.810364634E0
8.729342580E-1;6.244078159E0;-7.584830761E0;-1.177947283E0;9.894732413E0
8.829338460E-1;5.171475887E0;-7.613561630E0;1.436520964E-1;9.204950813E0
8.929686400E-1;6.076483727E0;-7.402871609E0;-1.819593310E-1;9.579105999E0
9.028695370E-1;7.800309181E0;-7.072471619E0;-7.661445141E-1;1.055706662E1
9.129069850E-1;6.354211330E0;-6.746860504E0;-1.163581967E0;9.340773592E0
9.229067090E-1;4.496310711E0;-6.770802498E0;-2.585737705E-1;8.131877819E0
9.329550710E-1;5.774814606E0;-6.607996464E0;2.863465309E0;9.231117731E0
9.430207520E-1;7.053318024E0;-7.201758862E0;-2.528276920E0;1.039263249E1
9.528980930E-1;7.857769966E0;-7.292738438E0;-4.046200752E0;1.145863532E1
9.629142630E-1;8.667010307E0;-6.732495308E0;-2.059013367E0;1.116615855E1
9.729823480E-1;8.638279915E0;-6.670246124E0;-1.307234168E0;1.099185719E1
9.832363910E-1;7.287950039E0;-7.168240070E0;-1.264138460E0;1.030028774E1
9.930254120E-1;6.469132900E0;-7.565677166E0;-1.312022567E0;1.004044594E1
1.002989923E0;6.449979305E0;-7.656657219E0;-1.053448796E0;1.006659760E1
1.013176178E0;6.387730122E0;-7.551311970E0;-1.149216771E0;9.957213855E0
1.023228306E0;6.148310184E0;-7.206547260E0;-1.110909581E0;9.537827931E0
1.033323370E0;5.650316238E0;-7.144298077E0;-8.475474119E-1;9.147972738E0
1.043183902E0;5.688623428E0;-6.813898087E0;-7.852981687E-1;8.911023334E0
1.053047668E0;6.062118530E0;-6.584054470E0;-8.571242094E-1;8.990757268E0
1.063035551E0;6.564900875E0;-6.416460514E0;-1.058237195E0;9.240603605E0
1.072921492E0;6.220136166E0;-6.397306919E0;-1.211466074E0;9.004625466E0
1.083005963E0;6.081272125E0;-6.406883717E0;-9.576807022E-1;8.885222673E0
